contract_address,malicious,bytecode
0x5927b72440D8A8b8c6ca5A8be60e88975F9063fc,1,0x
0xc709878167Ed069Aea15FD0bD4E9758CEb4Da193,1,0x
0x1e4402Fa427a7A835fC64ea6d051404ce767A569,1,0x
0xcb6CD204D783DC8d66896A6DEf5867d332228D7b,1,0x
0x455dedAcbe41c178953119847F2b95E2d9AD0a1D,1,0x
0x831467b7B6BF9C705dC87899d48b57eE55C8d5cc,1,0x
0x6609F543d38816116fa5b9a98C918cA947f5455D,1,0x
0x90F75ca026adD95aE15ECBf48EFc77ED272945bE,1,0x
0x52E4339B4b9fF254738D6E971E83440F60DC029c,1,0x
0x51C5807dd8398aeDFCc91E6483417838B41EAeB8,1,0x
0xA0ffC741F109159ee203424A299E6d2731dcFC76,1,0x
